@relation F:\arbitrary\postureData
@ATTRIBUTE XpositionHip real
@ATTRIBUTE YpositionHip real
@ATTRIBUTE ZpositionHip real
@ATTRIBUTE ZrotationHip real
@ATTRIBUTE XrotationHip real
@ATTRIBUTE YrotationHip real
@ATTRIBUTE ZrotationLeftHip real
@ATTRIBUTE XrotationLeftHip real
@ATTRIBUTE YrotationLeftHip real
@ATTRIBUTE ZrotationLeftKnee real
@ATTRIBUTE XrotationLeftKnee real
@ATTRIBUTE YrotationLeftKnee real
@ATTRIBUTE ZrotationLeftAnkle real
@ATTRIBUTE XrotationLeftAnkle real
@ATTRIBUTE YrotationLeftAnkle real
@ATTRIBUTE ZrotationRightHip real
@ATTRIBUTE XrotationRightHip real
@ATTRIBUTE YrotationRightHip real
@ATTRIBUTE ZrotationRightKnee real
@ATTRIBUTE XrotationRightKnee real
@ATTRIBUTE YrotationRightKnee real
@ATTRIBUTE ZrotationRightAnkle real
@ATTRIBUTE XrotationRightAnkle real
@ATTRIBUTE YrotationRightAnkle real
@ATTRIBUTE ZrotationChest real
@ATTRIBUTE XrotationChest real
@ATTRIBUTE YrotationChest real
@ATTRIBUTE ZrotationLeftCollar real
@ATTRIBUTE XrotationLeftCollar real
@ATTRIBUTE YrotationLeftCollar real
@ATTRIBUTE ZrotationLeftShoulder real
@ATTRIBUTE XrotationLeftShoulder real
@ATTRIBUTE YrotationLeftShoulder real
@ATTRIBUTE ZrotationLeftElbow real
@ATTRIBUTE XrotationLeftElbow real
@ATTRIBUTE YrotationLeftElbow real
@ATTRIBUTE ZrotationLeftWrist real
@ATTRIBUTE XrotationLeftWrist real
@ATTRIBUTE YrotationLeftWrist real
@ATTRIBUTE ZrotationRightCollar real
@ATTRIBUTE XrotationRightCollar real
@ATTRIBUTE YrotationRightCollar real
@ATTRIBUTE ZrotationRightShoulder real
@ATTRIBUTE XrotationRightShoulder real
@ATTRIBUTE YrotationRightShoulder real
@ATTRIBUTE ZrotationRightElbow real
@ATTRIBUTE XrotationRightElbow real
@ATTRIBUTE YrotationRightElbow real
@ATTRIBUTE ZrotationRightWrist real
@ATTRIBUTE XrotationRightWrist real
@ATTRIBUTE YrotationRightWrist real
@ATTRIBUTE ZrotationNeck real
@ATTRIBUTE XrotationNeck real
@ATTRIBUTE YrotationNeck real
@ATTRIBUTE ZrotationHead real
@ATTRIBUTE XrotationHead real
@ATTRIBUTE YrotationHead real
@ATTRIBUTE emotion {triumphant,concentrated,defeated,frustrated}
@Data
41.638828,36.886280,112.925377,17.638487,-4.457129,74.530464,5.392265,-9.545753,1.541338,0.000002,63.176697,-0.000001,28.206675,6.373828,-7.895685,-1.047366,-0.161107,-5.400892,-0.000000,33.938503,0.000003,-16.547028,-14.254657,-9.555933,7.975069,30.457815,-5.500258,0.713673,3.414252,-0.381640,0.565976,4.833752,33.226227,-38.413055,-41.584122,-15.070233,-49.734650,-6.542313,-49.458443,0.713673,3.414252,-0.381640,3.490982,-7.076822,-14.877005,26.861149,-32.833340,8.049109,-11.195591,-1.758405,-34.929314,-8.149518,1.061116,12.737358,-31.262087,-6.399551,50.149029,defeated
131.002411,38.720951,154.669083,6.235953,0.199774,43.136120,7.142680,-6.955418,11.262464,0.000000,5.953079,-0.000004,11.116482,9.129315,-15.775079,-3.723518,5.547421,-8.501850,-0.000001,3.614974,0.000004,-11.196839,-3.820592,-7.737805,9.011868,14.854192,-1.594357,0.973609,1.660252,-0.060113,6.856365,-2.799689,1.182449,-9.497205,-13.259501,-1.106364,-18.024609,-12.322568,-18.782707,0.973609,1.660252,-0.060113,0.403241,-2.578062,-13.597581,9.224469,-12.894854,1.044651,-5.714380,-5.414327,-48.616657,-7.342573,-3.935376,12.591563,-22.782005,-23.440859,47.936886,concentrated
151.100830,38.448528,179.275421,2.186828,-2.284697,49.911594,12.877406,-5.813006,13.491954,0.000001,6.590849,0.000005,5.006006,-1.315723,-3.353430,-7.979189,1.595736,4.977061,-0.000000,1.677339,0.000004,3.456506,-3.218606,8.307261,5.446976,6.961106,-0.401604,0.601851,0.774931,-0.011841,-3.275456,-10.296014,-15.571404,-1.411150,-2.014298,-0.024807,-0.042057,0.124963,-8.910824,0.601851,0.774931,-0.011841,1.295880,-5.879854,-2.646763,-0.177032,0.252827,0.000397,-7.288386,-3.929401,-23.278263,-3.906318,-0.193192,11.683525,-14.313186,-5.281420,46.362537,concentrated
154.877655,38.540009,171.829880,4.419909,-1.297954,63.945808,6.764152,-8.641524,10.769498,-0.000001,8.134318,-0.000001,10.955068,3.628001,-17.870274,-8.091002,5.264751,-0.622282,0.000000,5.558678,0.000000,-6.218290,-6.820168,-3.755377,6.471629,4.513812,2.473549,0.728145,0.487330,0.299641,41.910015,-41.277256,44.770290,-110.567230,-53.208046,-71.724701,-61.906357,-20.132668,36.759735,0.728145,0.487330,0.299641,-46.817104,-67.972084,-19.872639,114.510033,-52.419819,74.866356,33.969219,-14.970881,-29.277819,-3.709341,2.516047,12.410613,-16.808041,4.587214,50.361832,triumphant
151.636826,39.174911,180.806580,1.949170,-0.438513,31.721216,-2.028280,-6.763377,4.595020,0.000000,9.273757,-0.000002,11.067507,-5.970333,-2.257616,5.724014,2.084291,-6.734753,0.000001,8.502905,-0.000001,-0.993147,0.477682,-4.010908,5.736044,28.457573,-0.370543,0.611320,3.161823,0.101143,-1.235508,-12.001682,4.375619,-104.038399,-54.179607,-66.461143,-87.647057,-17.141668,-29.219160,0.611320,3.161823,0.101143,-17.207535,-11.713434,-15.440907,5.229775,-7.416819,0.339197,-17.297266,-3.562495,-40.046154,-1.684073,-7.981140,10.894591,3.246960,-31.702700,46.089497,concentrated
38.093529,39.657936,56.733212,-2.614067,2.083420,50.080338,0.498063,-13.937485,6.968110,0.000000,10.796769,0.000001,12.363545,-7.485073,-20.178225,5.338864,5.134001,-12.725223,-0.000001,4.783134,0.000004,1.151084,5.998879,-19.493608,-3.702675,31.318712,8.101151,-0.178072,3.499259,0.770549,-24.733969,-37.984211,-35.607880,-2.762117,-3.936980,-0.094951,1.437199,9.485033,21.023975,-0.178072,3.499259,0.770549,28.821701,-34.108589,27.138313,1.136612,-1.622710,0.016096,-9.515153,-3.095329,-30.491140,-7.479028,-4.532941,12.042461,-23.123199,-25.528904,45.483727,defeated
265.386658,38.890221,249.521240,-179.611511,177.473007,-87.252586,0.000009,-3.464357,-0.402833,0.000002,1.824465,0.000002,8.835835,-0.454242,-13.145062,1.781839,5.878525,-6.869566,0.000000,7.269681,-0.000001,-6.852205,-3.276525,-7.875604,5.067060,10.357642,-3.465219,0.529957,1.165135,-0.338244,-0.404125,-4.592181,0.571892,-10.840020,-15.034142,-1.434602,-27.435627,1.414024,3.858967,0.529957,1.165135,-0.338244,-8.063256,2.313350,0.609613,66.211990,-52.576149,35.706455,46.346169,5.807610,-8.721195,-2.135137,4.748486,4.422544,-10.960435,17.724173,19.230515,concentrated
189.004700,39.670204,182.045990,-2.956202,-6.595616,69.116714,8.293743,-7.734203,0.962737,0.000001,-2.196210,-0.000001,5.395903,-2.581277,-16.323107,-1.858783,4.509354,-7.265915,-0.000001,8.992895,0.000001,-2.898110,9.030040,-11.100745,-26.149645,20.314520,18.522074,-2.521537,2.623519,1.545075,14.307032,-11.407590,-5.007893,-1.014306,-1.448192,-0.012815,-7.827584,-8.637545,40.086872,-2.521537,2.623519,1.545075,16.248518,-15.656853,27.942102,1.767334,-2.521976,0.038903,-10.473271,-12.250614,-41.819012,-11.304605,2.682630,13.838222,-44.436390,-5.858429,54.739281,defeated
179.019135,38.771198,179.707260,2.789436,-3.988941,72.663811,9.693231,-11.201813,11.407370,0.000001,6.021710,0.000001,8.273138,6.299624,-25.061541,-7.759854,4.630247,-0.578244,-0.000001,6.137231,0.000001,-9.918716,-7.751781,1.693152,5.031042,13.575821,-6.827933,0.475203,1.535805,-0.694812,1.291533,-3.544023,1.530041,0.112630,0.160852,-0.000154,-7.788434,-2.454336,0.634211,0.475203,1.535805,-0.694812,-5.171069,4.332946,-29.578964,0.103688,-0.148083,0.000134,-8.940445,-3.153357,-44.856377,-4.210766,-2.442296,12.352391,-12.645340,-14.151260,48.630474,concentrated
199.995377,38.236744,195.568130,4.463861,0.086168,71.594238,-7.744726,2.953813,2.093434,0.000000,2.783701,-0.000001,4.398271,-2.764095,2.351923,6.782880,-3.840201,-10.984023,0.000000,27.030989,-0.000000,-5.293710,-6.786878,-14.179000,4.005050,10.386255,-9.660061,0.356166,1.184950,-1.033353,-1.132512,-5.155248,-2.035365,1.685340,2.405153,-0.035381,-9.146848,-3.755799,15.673081,0.356166,1.184950,-1.033353,4.508239,-15.182116,-7.236265,7.690845,-10.820213,0.729462,-1.239842,-3.355025,-54.518593,-3.651927,-2.585468,11.942960,-10.547027,-13.919127,47.168167,concentrated
184.594543,38.476059,197.986282,4.229825,6.104526,71.865524,2.589940,-5.472953,4.920036,-0.000001,5.870139,0.000000,0.257530,1.483397,-16.034073,3.949310,1.607504,-5.589481,0.000001,10.576038,-0.000001,-8.067709,-5.899507,-2.116358,15.443384,26.820753,-5.304471,1.551382,3.033521,-0.214782,-0.654131,-9.828474,-10.263033,-50.966362,-47.967636,-23.943518,-72.902397,11.124859,-14.210437,1.551382,3.033521,-0.214782,6.501893,-23.470594,7.392649,-0.160980,0.229902,0.000328,0.816054,0.833229,-10.150463,-9.995153,-1.723153,12.110929,-35.599831,-18.020622,45.163380,concentrated
318.453827,38.846710,284.809174,1.432478,1.498507,75.792892,-1.700119,-5.637181,1.605412,-0.000000,-1.364068,-0.000000,10.513402,0.017677,6.661133,1.130397,3.785886,-10.306583,-0.000000,2.421705,-0.000003,-0.320537,-2.813404,-13.511730,0.017028,10.899060,2.769711,0.027917,1.210803,0.306712,3.228821,-3.539309,0.682939,-52.472961,-48.558331,-25.067808,-57.599689,-3.001698,18.344381,0.027917,1.210803,0.306712,5.491715,-10.587057,9.229759,50.079155,-47.603977,23.286415,31.875635,9.676124,-19.436956,-7.994895,-0.481270,12.612321,-28.979328,-11.642041,48.791538,concentrated
308.433014,38.523594,286.395355,2.348125,0.380634,61.240604,2.127477,-10.064001,3.997428,0.000000,-0.522323,-0.000001,9.523463,0.380980,-20.046749,-3.395839,4.825537,-3.420056,-0.000000,4.041207,-0.000001,-7.016313,-5.579044,-8.916513,5.514424,12.024365,0.312704,0.613067,1.333849,0.091750,0.163263,-9.265100,-7.587238,-72.674835,-53.740482,-40.880875,-34.405334,-11.706908,15.260878,0.613067,1.333849,0.091750,2.204525,-9.338906,7.931158,46.506229,-46.014336,20.680826,34.529583,-2.402491,-44.384605,-3.191925,-0.936092,9.072549,-11.381165,-6.519961,35.895325,concentrated
310.601776,38.130478,302.742523,6.145707,2.274695,61.809570,-11.284089,1.659207,-5.711465,0.000000,3.145974,-0.000007,5.050994,-6.080080,3.136661,9.612613,-4.130835,-9.613527,0.000001,22.853836,-0.000002,-5.413217,-4.375351,-11.135029,-5.591929,9.866663,-1.818770,-0.634797,1.086911,-0.248911,-4.538940,-16.547480,-18.214169,-115.131897,-52.280704,-75.358727,-96.648376,0.259512,-2.671018,-0.634797,1.086911,-0.248911,0.888790,-4.350064,8.285196,37.617512,-41.079433,14.544828,21.871103,0.400539,-52.642242,-2.547600,0.774262,9.340034,-10.461406,0.522911,37.438087,concentrated
324.913635,38.511135,290.061035,3.314015,-1.174144,70.511223,7.399515,-7.750656,10.187965,-0.000000,2.768313,-0.000001,8.672740,6.013896,-16.744625,-8.234026,3.588213,1.646817,0.000001,1.777509,0.000005,-8.283257,-2.138112,-7.991722,9.143579,9.026056,-6.020762,0.965706,1.048015,-0.595015,-0.966843,0.563885,19.627436,-47.270844,-46.371925,-21.232641,-37.696220,-16.767021,28.522547,0.965706,1.048015,-0.595015,-4.851738,4.897026,-21.216921,77.808167,-54.383541,45.038113,42.270462,0.217940,-22.877590,-4.707458,-1.019817,11.153771,-16.549875,-9.054869,43.851479,concentrated
369.109741,38.520596,300.312256,1.703386,-1.137271,51.942879,10.357446,-5.310498,12.490095,0.000000,2.794137,-0.000001,9.573670,4.880563,-10.733156,-6.458704,3.682598,-3.531160,0.000001,4.086534,-0.000004,-6.392854,-4.338666,-3.008031,7.907261,11.194263,-9.612849,0.780694,1.305464,-0.986138,2.024809,5.877700,24.727867,-66.871956,-52.714287,-36.231056,-40.635109,-14.171992,49.773220,0.780694,1.305464,-0.986138,-3.731986,6.753358,-32.915012,26.869286,-32.840660,8.053517,7.773892,-5.808336,-47.590778,-2.818264,-4.714730,10.717005,-5.551357,-20.773045,42.804836,concentrated
509.703186,38.362812,406.120636,7.062677,-0.792557,61.851501,9.442436,-3.338045,14.815075,-0.000001,6.255888,-0.000006,9.538865,5.246926,-0.189765,-3.721071,5.145438,-7.803019,0.000000,11.372735,0.000001,-9.940725,-6.353861,-14.140182,5.097038,17.277512,-15.261889,0.330799,1.976832,-1.602259,-14.186681,-23.671673,-33.349068,-10.473206,-14.552886,-1.340947,-3.994703,-8.229855,29.504198,0.330799,1.976832,-1.602259,14.470046,-22.226677,29.342451,8.902463,-12.462604,0.973974,-3.333774,-13.222613,-19.589430,-0.704966,-4.775772,11.503528,3.092737,-18.572054,47.038620,concentrated
720.927002,40.020458,461.945404,7.149779,-0.230597,73.420647,-6.769070,-1.200075,3.483054,-0.000000,15.978244,0.000002,9.247961,-8.851707,3.031025,11.769211,-1.892974,-7.501180,0.000001,22.483814,-0.000001,-4.119802,11.132368,-9.392955,6.086576,20.753799,-14.699054,0.400634,2.370807,-1.499854,-4.468417,-13.174130,-13.347021,-8.626222,-12.090322,-0.915242,-12.199812,-5.126946,16.331238,0.400634,2.370807,-1.499854,2.198286,-8.292315,-3.831970,10.634339,-14.764628,1.381720,-4.257672,-4.924123,-54.841312,-7.053524,-3.558994,13.427816,-21.479788,-22.110260,51.620930,concentrated
703.417664,39.079575,586.534973,2.247519,0.693160,55.127537,-0.327227,-9.990075,8.644403,0.000000,10.527293,-0.000000,10.045576,-4.220833,-21.156397,6.458705,3.682598,-6.700774,0.000001,3.656540,-0.000002,-3.528277,2.052349,0.427621,20.908476,28.830202,-2.413837,2.199138,3.219254,0.262985,-14.028601,-28.274174,-36.720589,-14.230165,-19.344345,-2.437468,-17.504753,-3.940785,19.381977,2.199138,3.219254,0.262985,18.642410,-33.450550,13.233332,0.456773,-0.652301,0.002604,-13.781126,1.539428,-67.446068,-6.871462,-3.232541,10.204415,-23.207857,-19.111380,38.548904,defeated
672.350403,38.959885,696.576538,0.851813,1.318170,72.518494,8.759851,-6.609704,12.295425,-0.000001,0.356053,0.000003,5.724419,7.239167,-26.392696,-7.432511,4.234273,2.082620,0.000000,2.127167,-0.000002,-9.936943,-4.134988,0.737360,1.878809,6.669402,0.306038,0.210214,0.740503,0.044754,1.694311,-3.060187,-5.790869,-55.774944,-49.740292,-27.565895,-58.492779,32.163010,-37.251305,0.210214,0.740503,0.044754,-6.669106,7.842749,-28.009251,-0.859546,1.227326,0.009205,-7.119055,-9.978740,-43.553841,-3.732404,-2.218313,12.208182,-11.172238,-12.715425,48.216358,concentrated
783.351379,39.772976,629.433716,3.665364,-4.181636,64.507523,8.968294,4.297600,7.540207,0.000001,15.126948,-0.000001,1.453314,1.396221,-6.253475,-4.277448,3.374386,-3.453814,0.000000,5.216078,0.000000,-1.115456,-2.933361,-1.786335,3.556389,10.888796,-2.534673,0.369778,1.217176,-0.247081,-12.643425,-21.352240,-20.742315,-1.480899,-2.113747,-0.027320,-3.794486,0.630917,13.401670,0.369778,1.217176,-0.247081,15.653373,-18.512945,10.643405,-1.428191,2.038601,0.025414,-3.654400,-2.577417,13.239499,-4.514013,-0.985173,11.662155,-15.704126,-8.903939,45.945641,defeated
872.643433,38.689606,691.994568,2.219035,-3.160736,48.168640,9.571070,-9.933428,14.315033,0.000000,9.295106,-0.000004,8.225632,5.529747,-13.552750,-7.594078,4.232705,1.288881,0.000002,2.725000,0.000004,-6.627641,-3.513386,-8.634770,5.685503,15.868570,-10.980289,0.474778,1.811440,-1.131359,2.824063,-3.138281,3.337101,-93.768356,-54.941711,-58.086117,-86.953285,-13.445630,21.869492,0.474778,1.811440,-1.131359,-1.129002,-2.497074,-15.235965,-2.804749,3.997497,0.097903,-10.714013,-8.157175,-41.762371,-5.434632,-1.151575,11.905528,-18.900208,-10.675940,46.610168,concentrated
40.331963,38.448608,61.828949,179.451904,174.701935,-84.010048,-3.869581,2.009580,-4.214682,0.000006,0.860801,-0.000002,8.852542,-8.358776,-31.838356,7.225073,7.034116,-15.713648,0.000003,0.959545,-0.000001,-1.008762,-1.637432,3.375015,-3.866174,-5.748957,4.841237,-0.452919,-0.622241,0.556363,-15.760201,-23.517302,-15.126387,-128.725922,-48.090996,-85.827698,-92.169228,6.283031,6.499106,-0.452919,-0.622241,0.556363,17.565176,-17.179014,17.950018,50.059059,-47.595585,23.271574,17.329863,9.410189,-27.830324,2.197188,3.112318,0.479615,8.741760,12.527162,1.207928,concentrated
1092.663696,38.548279,1554.762451,6.608662,6.335831,85.549019,-12.328657,1.023216,-6.624525,0.000001,2.714807,-0.000001,4.601718,-4.477439,6.656130,8.578646,-5.417590,-9.415940,-0.000003,45.062176,0.000003,-9.955352,31.006664,-3.377793,-4.442064,8.251760,1.578571,-0.481212,0.922524,0.143344,-0.080893,-5.156250,2.973686,-113.314224,-52.675781,-73.917030,-99.241158,-19.571062,28.765720,-0.481212,0.922524,0.143344,5.769143,-7.455150,3.852854,40.234978,-42.690754,16.292696,43.783680,4.318651,-12.360805,0.454367,4.266918,1.565274,1.132461,17.119446,6.203070,concentrated
23.252275,39.468220,70.516174,-1.236470,3.463435,40.346367,1.221029,-8.215932,6.539258,-0.000000,3.902955,-0.000002,7.325906,-3.076659,-20.433084,5.010565,4.494547,-11.592381,-0.000001,5.820529,0.000001,-3.737994,3.860345,-8.254775,-3.897824,23.423317,4.913661,-0.325689,2.616750,0.457127,-21.533092,-31.244749,-47.861900,-19.306292,-25.275341,-4.368111,-13.043503,4.857593,35.973091,-0.325689,2.616750,0.457127,18.886494,-25.416935,19.431248,4.962537,-7.042693,0.305567,-6.242476,-0.821523,-27.319080,-3.326276,-6.013681,10.721732,-6.061691,-26.202915,42.952785,defeated
-270.428589,35.510910,319.853668,-175.723679,176.079269,-61.052959,-1.914777,-22.225119,-7.572632,0.000003,15.403936,-0.000003,4.064528,3.597401,-33.063271,-8.103279,10.131910,-3.882616,0.000002,14.155438,-0.000003,-10.590388,-15.327799,-23.244396,-17.404453,-5.510790,15.697682,-1.998393,-0.370920,1.816128,5.802073,-1.202310,2.418303,-6.193393,-8.758978,-0.474782,-11.144625,4.290170,2.011388,-1.998393,-0.370920,1.816128,-59.622654,-55.111664,-65.004539,94.898071,-54.901455,59.010670,26.633018,-8.756527,28.165905,-0.381692,6.426051,1.686063,-2.853588,25.587465,7.413832,frustrated
